Prediction,Actual,Explanation
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Housing Type, Work Phone, Car Ownership, Phone, Occupation, Annual Income, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Work Phone, Car Ownership, Phone, Occupation, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, -0.82, Car Ownership, Phone, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, -0.82, Car Ownership, Phone, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, -0.82, Car Ownership, Phone, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, -0.82, Car Ownership, Phone, Education Level, Annual Income, -0.77."
Denied,Denied,"This application was denied due to -1.62, Housing Type, -0.82, Work Phone, Car Ownership, Phone, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, -0.82, Car Ownership, Phone, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, -0.82, Car Ownership, Phone, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, Car Ownership, -0.82, Education Level, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, -0.82, Car Ownership, Phone, Education Level."
Denied,Denied,"This application was denied due to -1.62, Housing Type, -0.82, Work Phone, Car Ownership, Phone, Education Level."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Car Ownership, Phone, -0.20, Education Level, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.57, Car Ownership, Education Level, Phone, Age (Days), -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.57, Car Ownership, Age (Days), Phone, Education Level, -0.20."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, -0.57, Work Phone, Car Ownership, Phone, Age (Days), Education Level, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Car Ownership, Phone, Age (Days), Education Level, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Car Ownership, Phone, Age (Days), -0.20, Education Level."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Work Phone, -0.57, Car Ownership, Phone, Education Level, Age (Days), -0.20, -0.77."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Car Ownership, Phone, Education Level, Age (Days), -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.57, Car Ownership, Phone, Education Level, Age (Days), -0.20, -0.77."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Car Ownership, Phone, -0.20, Age (Days), Education Level."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Car Ownership, Phone, Education Level, Age (Days), -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.57, Car Ownership, Education Level, Age (Days), Phone, -0.20."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, -0.57, Work Phone, Car Ownership, Age (Days), Phone, Education Level, -0.20."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Housing Type, Employment Duration (Days), -0.13, Marital Status, Work Phone, Car Ownership, Phone, Education Level."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Income Category, Email, Employment Duration (Days), -0.13, Marital Status, Work Phone, Car Ownership, Phone, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Income Category, Employment Duration (Days), -0.13, Marital Status, Work Phone, Car Ownership, Phone, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Income Category, Employment Duration (Days), Marital Status, -0.13, Work Phone, Car Ownership, Family Size, Education Level, Phone."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Employment Duration (Days), Email, Income Category, Marital Status, -0.13, Work Phone, Car Ownership, Education Level, Phone, Family Size."
Denied,Denied,"This application was denied due to Email, -1.62, Income Category, Housing Type, Employment Duration (Days), Marital Status, -0.13, Work Phone, Car Ownership, Phone, Education Level."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, -0.13, Work Phone, Car Ownership, Phone, Education Level."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Employment Duration (Days), Housing Type, Marital Status, -0.13, Work Phone, Car Ownership, Education Level, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Income Category, Employment Duration (Days), Marital Status, -0.13, Work Phone, Car Ownership, Phone, Education Level."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Income Category, Housing Type, -0.13, Marital Status, Car Ownership, Work Phone, Phone, Education Level."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, -0.15, Annual Income, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Income Category, Employment Duration (Days), Marital Status, -0.13, Work Phone, Car Ownership, Phone, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, Family Size, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, Family Size, -0.15, Annual Income."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, -0.15, Annual Income, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, -0.13, Work Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Marital Status, Car Ownership, Work Phone, -0.27, Phone, Education Level, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Housing Type, Marital Status, Work Phone, Car Ownership, -0.27, Phone, Education Level, -0.15."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Marital Status, Housing Type, Work Phone, -0.27, Car Ownership, Phone, Education Level, -0.15."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Employment Duration (Days), Work Phone, -0.57, -0.82, Car Ownership, Phone, -0.15, -0.20."
Denied,Denied,"This application was denied due to -1.62, Employment Duration (Days), Email, Housing Type, -0.82, -0.57, Work Phone, Car Ownership, Phone, -0.15, -0.20, Annual Income."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Car Ownership, Occupation, Phone, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Work Phone, -0.82, -0.57, Car Ownership, Phone, -0.20, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Car Ownership, Age (Days), Occupation, Phone."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, -0.57, Work Phone, Car Ownership, Phone, Age (Days), Occupation, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Car Ownership, Phone, Age (Days), Occupation."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Work Phone, -0.57, Car Ownership, Occupation, Age (Days), Phone, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Car Ownership, Age (Days), Occupation, Phone, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Car Ownership, Age (Days), Phone, Occupation, -0.20."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, -0.57, Car Ownership, Phone, Age (Days), Occupation, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.57, Car Ownership, Phone, Occupation, Age (Days), -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Car Ownership, Occupation, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Car Ownership, Occupation, -0.85, Family Size."
Denied,Denied,"This application was denied due to Email, -1.62, Car Ownership, Occupation, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Car Ownership, Occupation, -0.85."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Housing Type, -0.13, Work Phone, Car Ownership, -0.27, Occupation, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, Car Ownership, Work Phone, -0.27, Occupation, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Income Category, Employment Duration (Days), -0.13, Work Phone, Car Ownership, Education Level."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, -0.13, Work Phone, Car Ownership, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Employment Duration (Days), -0.13, Housing Type, Work Phone, Car Ownership, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, -0.13, Work Phone, Car Ownership, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Income Category, Employment Duration (Days), -0.13, Work Phone, Car Ownership, Education Level."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, -0.15, Family Size, -0.77."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Car Ownership, -0.15."
Denied,Denied,"This application was denied due to Email, Housing Type, -0.57, -0.13, Work Phone, Phone, Occupation, Age (Days), Education Level, -0.20."
